Titre du rapport
Identificateur unique	Commune	Code Insee
1	STRASBOURG	67482
2	STRASBOURG	67482
3	BISCHHEIM	67043
4	SCHILTIGHEIM	67447
5	HOENHEIM	67204
7	ILLKIRCH GRAFFENSTADEN	67218
8	LINGOLSHEIM	67267
9	OSTWALD	67365
10	SOUFFELWEYERSHEIM	67471
11	LA WANTZENAU	67519
12	REICHSTETT	67389
21	ACHENHEIM	67001
22	ADAMSWILLER	67002
23	ALBE	67003
24	ALLENWILLER	67004
25	ALTECKENDORF	67005
26	ALTENHEIM	67006
27	ALTENSTADT	67007
28	ALTORF	67008
29	ALTWILLER	67009
30	ANDLAU	67010
31	ARTOLSHEIM	67011
32	ASCHBACH	67012
33	ASSWILLER	67013
34	AUENHEIM	67014
35	AVENHEIM	67015
36	AVOLSHEIM	67016
37	BAERENDORF	67017
38	BALBRONN	67018
39	BALDENHEIM	67019
40	BAREMBACH	67020
41	BARR	67021
42	BASSEMBERG	67022
43	BATZENDORF	67023
44	BEHLENHEIM	67024
45	BEINHEIM	67025
46	BELLEFOSSE	67026
47	BELMONT	67027
48	BENFELD	67028
49	BERG	67029
50	BERGBIETEN	67030
51	BERNARDSWILLER	67031
52	BERNARDVILLE	67032
53	BERNOLSHEIM	67033
54	BERSTETT	67034
55	BERSTHEIM	67035
56	BETSCHDORF	67339
57	BETTWILLER	67036
58	BIBLISHEIM	67037
59	BIETLENHEIM	67038
60	BILWISHEIM	67039
61	BINDERNHEIM	67040
62	BIRKENWALD	67041
63	BIRLENBACH	67042
64	BISCHHOLTZ	67044
65	BISCHOFFSHEIM	67045
66	BISCHTROFF SUR SARRE	67376
67	BISCHWILLER	67046
68	BISSERT	67047
69	BITSCHHOFFEN	67048
70	BLAESHEIM	67049
71	BLANCHERUPT	67050
72	BLIENSCHWILLER	67051
73	BOERSCH	67052
74	BOESENBIESEN	67053
75	BOLSENHEIM	67054
76	BOOFZHEIM	67055
77	BOOTZHEIM	67056
78	BOSSELSHAUSEN	67057
79	BOSSENDORF	67058
80	BOURG BRUCHE	67059
81	BOURGHEIM	67060
82	BOUXWILLER	67061
83	BREITENAU	67062
84	BREITENBACH	67063
85	BREMMELBACH	67064
86	BREUSCHWICKERSHEIM	67065
87	BRUMATH	67067
88	BUHL	67069
89	BURBACH	67070
90	BUST	67071
91	BUSWILLER	67068
92	BUTTEN	67072
93	CHATENOIS	67073
94	CLEEBOURG	67074
95	CLIMBACH	67075
96	COLROY LA ROCHE	67076
97	COSSWILLER	67077
98	CRASTATT	67078
99	CROETTWILLER	67079
100	DACHSTEIN	67080
101	DAHLENHEIM	67081
102	DALHUNDEN	67082
103	DAMBACH	67083
104	DAMBACH LA VILLE	67084
105	DANGOLSHEIM	67085
106	DAUBENSAND	67086
107	DAUENDORF	67087
108	DEHLINGEN	67088
109	DETTWILLER	67089
110	DIEBOLSHEIM	67090
111	DIEDENDORF	67091
112	DIEFFENBACH AU VAL	67092
113	DIEFFENBACH LES WOERTH	67093
114	DIEFFENTHAL	67094
115	DIEMERINGEN	67095
116	DIMBSTHAL	67096
117	DINGSHEIM	67097
118	DINSHEIM SUR BRUCHE	67098
119	DOMFESSEL	67099
120	DONNENHEIM	67100
121	DORLISHEIM	67101
122	DOSSENHEIM KOCHERSBERG	67102
123	DOSSENHEIM SUR ZINSEL	67103
124	DRACHENBRONN BIRLENBACH	67104
125	DRULINGEN	67105
126	DRUSENHEIM	67106
127	DUNTZENHEIM	67107
128	DUPPIGHEIM	67108
129	DURNINGEN	67109
130	DURRENBACH	67110
131	DURSTEL	67111
132	DUTTLENHEIM	67112
133	EBERBACH WOERTH	67114
134	EBERBACH SELTZ	67113
135	EBERSHEIM	67115
136	EBERSMUNSTER	67116
137	ECKARTSWILLER	67117
138	ECKBOLSHEIM	67118
139	ECKWERSHEIM	67119
140	EICHHOFFEN	67120
141	ELSENHEIM	67121
142	ENGWILLER	67123
143	ENTZHEIM	67124
144	EPFIG	67125
145	ERCKARTSWILLER	67126
146	ERGERSHEIM	67127
147	ERNOLSHEIM LES SAVERNE	67129
148	ERNOLSHEIM SUR BRUCHE	67128
149	ERSTEIN	67130
150	ESCHAU	67131
151	ESCHBACH	67132
152	ESCHBOURG	67133
153	ESCHWILLER	67134
154	ETTENDORF	67135
155	EYWILLER	67136
156	FEGERSHEIM	67137
157	FESSENHEIM LE BAS	67138
158	FLEXBOURG	67139
159	FORSTFELD	
160	FORSTHEIM	67141
161	FORT LOUIS	67142
162	FOUCHY	67143
163	FRIEDOLSHEIM	67145
164	FRIESENHEIM	67146
165	FROESCHWILLER	67147
166	FROHMUHL	67148
167	FURCHHAUSEN	67149
168	FURDENHEIM	67150
169	GAMBSHEIM	67151
170	GEISPOLSHEIM	67152
171	GEISWILLER	67153
172	GERSTHEIM	67154
173	GERTWILLER	67155
174	GEUDERTHEIM	67156
175	GIMBRETT	67157
176	GINGSHEIM	67158
177	GOERLINGEN	67159
178	GOERSDORF	67160
179	GOTTENHOUSE	67161
180	GOTTESHEIM	67162
181	GOUGENHEIM	67163
182	GOXWILLER	67164
183	GRANDFONTAINE	67165
184	GRASSENDORF	67166
185	GRENDELBRUCH	67167
186	GRESSWILLER	67168
187	GRIES	67169
188	GRIESBACH	67170
189	GRIESBACH LE BASTBERG	67171
190	GRIESHEIM PRES MOLSHEIM	67172
191	GRIESHEIM SUR SOUFFEL	67173
192	GUMBRECHTSHOFFEN	67174
193	GUNDERSHOFFEN	67176
194	GUNGWILLER	67178
195	GUNSTETT	67177
196	HAEGEN	67179
197	HAGUENAU	67180
198	HANDSCHUHEIM	67181
199	HANGENBIETEN	67182
200	HARSKIRCHEN	67183
201	HATTEN	67184
202	HATTMATT	67185
203	HEGENEY	67186
204	HEIDOLSHEIM	67187
205	HEILIGENBERG	67188
206	HEILIGENSTEIN	67189
207	HENGWILLER	67190
208	HERBITZHEIM	67191
209	HERBSHEIM	67192
210	HERMERSWILLER	67193
211	HERRLISHEIM	67194
212	HESSENHEIM	67195
213	HILSENHEIM	67196
214	HINDISHEIM	67197
215	HINSBOURG	67198
216	HINSINGEN	67199
217	HIPSHEIM	67200
218	HIRSCHLAND	67201
219	HOCHFELDEN	67202
220	HOCHSTETT	67203
221	HOERDT	67205
222	HOFFEN	67206
223	HOHATZENHEIM	67207
224	HOHENGOEFT	67208
225	HOHFRANKENHEIM	67209
226	LE HOHWALD	67210
227	HOHWILLER	67211
228	HOLTZHEIM	67212
229	HUNSPACH	67213
230	HURTIGHEIM	67214
231	HUTTENDORF	67215
232	HUTTENHEIM	67216
233	ICHTRATZHEIM	7
234	IMBSHEIM	67219
235	INGENHEIM	67220
236	INGOLSHEIM	67221
237	INGWILLER	67222
238	INNENHEIM	67223
239	IRMSTETT	67224
240	ISSENHAUSEN	67225
241	ITTENHEIM	67226
242	ITTERSWILLER	67227
243	JETTERSWILLER	67229
244	KALTENHOUSE	67230
245	KAUFFENHEIM	67231
246	KEFFENACH	67232
247	KERTZFELD	67233
248	KESKASTEL	67234
249	KESSELDORF	67235
250	KIENHEIM	67236
251	KILSTETT	67237
252	KINDWILLER	67238
253	KINTZHEIM	67239
254	KIRCHHEIM	67240
255	KIRRBERG	67241
256	KIRRWILLER BOSSELSHAUSEN	67242
257	KLEINFRANKENHEIM	67243
258	KLEINGOEFT	67244
259	KNOERSHEIM	67245
260	KOGENHEIM	67246
261	KOLBSHEIM	67247
262	KRAUTERGERSHEIM	67248
263	KRAUTWILLER	67249
264	KRIEGSHEIM	67250
265	KUHLENDORF	67251
266	KURTZENHOUSE	67252
267	KUTTOLSHEIM	67253
268	KUTZENHAUSEN	67254
269	LA PETITE PIERRE	67371
270	LA VANCELLE	67505
271	LA WALCK	67512
272	LABROQUE	67066
273	LALAYE	67255
274	LAMPERTHEIM	67256
275	LAMPERTSLOCH	67257
276	LANDERSHEIM	67258
277	LANGENSOULTZBACH	67259
278	LAUBACH	67260
279	LAUTERBOURG	67261
281	LEITERSWILLER	67262
282	LEMBACH	67263
283	LEUTENHEIM	67264
284	LICHTENBERG	67265
285	LIMERSHEIM	67266
286	LIPSHEIM	67268
287	LITTENHEIM	67269
288	LIXHAUSEN	67270
289	LOBSANN	67271
290	LOCHWILLER	67272
291	LOHR	67273
292	LORENTZEN	67274
293	LUPSTEIN	67275
294	LUTZELHOUSE	67276
295	MACKENHEIM	67277
296	MACKWILLER	67278
297	MAENNOLSHEIM	67279
298	MAISONSGOUTTE	67280
299	MARCKOLSHEIM	67281
300	MARLENHEIM	67282
301	MARMOUTIER	67283
302	MATTSTAL	67284
303	MATZENHEIM	67285
304	MEISTRATZHEIM	67286
305	MELSHEIM	67287
306	MEMMELSHOFFEN	67288
307	MENCHHOFFEN	67289
308	MERKWILLER PECHELBRONN	67290
309	MERTZWILLER	67291
310	MIETESHEIM	67292
311	MINVERSHEIM	67293
312	MITSCHDORF	67294
313	MITTELBERGHEIM	67295
314	MITTELHAUSBERGEN	67296
315	MITTELHAUSEN	67297
316	MITTELSCHAEFFOLSHEIM	67298
317	MOLLKIRCH	67299
318	MOLSHEIM	67300
319	MOMMENHEIM	67301
320	MONSWILLER	67302
321	MORSBRONN LES BAINS	67303
322	MORSCHWILLER	67304
323	MOTHERN	67305
324	MUHLBACH SUR BRUCHE	67306
325	MULHAUSEN	67307
326	MUNCHHAUSEN	67308
328	MUSSIG	67310
329	MUTTERSHOLTZ	67311
330	MUTZENHOUSE	67312
331	MUTZIG	67313
332	NATZWILLER	67314
333	NEEWILLER LAUTERBOURG	67315
334	NEHWILLER	67316
335	NEUBOIS	67317
336	NEUGARTHEIM	67318
337	NEUHAEUSEL	67319
338	NEUVE EGLISE	67320
339	NEUVILLER LA ROCHE	67321
340	NEUWILLER LES SAVERNE	67322
341	NIEDERBRONN LES BAINS	67324
342	NIEDERHASLACH	67325
343	NIEDERHAUSBERGEN	67326
344	NIEDERLAUTERBACH	67327
345	NIEDERMODERN	67328
346	NIEDERNAI	67329
347	NIEDERROEDERN	67330
348	NIEDERSCHAEFFOLSHEIM	67331
349	NIEDERSEEBACH	67332
350	NIEDERSOULTZBACH	67333
351	NIEDERSTEINBACH	67334
352	NORDHEIM	67335
353	NORDHOUSE	67336
354	NOTHALTEN	67337
355	OBENHEIM	67338
356	OBERBRONN ZINSWILLER	67340
357	OBERDORF SPACHBACH	67341
358	OBERHASLACH	67342
359	OBERHAUSBERGEN	67343
360	OBERHOFFEN LES WISSEMBOURG	67344
361	OBERHOFFEN SUR MODER	67345
362	OBERLAUTERBACH	67346
363	OBERMODERN	67347
364	OBERNAI	67348
365	OBERROEDERN	67349
366	OBERSCHAEFFOLSHEIM	67350
367	OBERSOULTZBACH	67352
368	OBERSTEINBACH	67353
369	ODRATZHEIM	67354
370	OERMINGEN	67355
371	OFFENDORF	67356
372	OFFWILLER	67358
373	OHLUNGEN	67359
374	OHNENHEIM	67360
375	OLWISHEIM	67361
376	ORSCHWILLER	67362
377	OSTHOFFEN	67363
378	OSTHOUSE	67364
379	OTTERSTHAL	67366
380	OTTERSWILLER	67367
381	OTTROTT	67368
382	OTTWILLER	67369
383	PETERSBACH	67370
384	PFAFFENHOFFEN	67372
385	PFALZWEYER	67373
386	PFETTISHEIM	67374
387	PFULGRIESHEIM	67375
388	PLAINE	67377
389	PLOBSHEIM	67378
390	PREUSCHDORF	67379
391	PRINTZHEIM	67380
392	PUBERG	67381
393	QUATZENHEIM	67382
394	RANGEN	67383
395	RANRUPT	67384
396	RATZWILLER	67385
397	RAUWILLER	67386
398	REICHSFELD	67387
399	REICHSHOFFEN	67388
400	REIMERSWILLER	67457
401	REINHARDSMUNSTER	67391
402	REIPERTSWILLER	67392
403	REITWILLER	67393
404	RETSCHWILLER	67394
405	REUTENBOURG	67395
406	REXINGEN	67396
407	RHINAU	67397
408	RICHTOLSHEIM	67398
409	RIEDHEIM	67399
410	RIEDSELTZ	67400
411	RIMSDORF	67401
412	RINGELDORF	67402
413	RINGENDORF	67403
414	RITTERSHOFFEN	67404
415	ROESCHWOOG	67405
416	ROHR	67406
417	ROHRWILLER	67407
418	ROMANSWILLER	67408
419	ROPPENHEIM	67409
420	ROSENWILLER	67410
421	ROSHEIM	67411
422	ROSSFELD	67412
423	ROSTEIG	67413
424	ROTHAU	67414
425	ROTHBACH	67415
426	ROTT	67416
427	ROTTELSHEIM	67417
428	ROUNTZENHEIM	67418
429	RUMERSHEIM	67419
430	RUSS	67420
431	SAALES	67421
432	SAASENHEIM	67422
433	SAESSOLSHEIM	67423
434	SAINT JEAN LES SAVERNE	67425
435	SAINT MARTIN	67426
436	SAINT MAURICE	67427
437	SAINT NABOR	67428
438	SAINT PIERRE	67429
439	SAINT PIERRE BOIS	67430
440	SAINT BLAISE LA ROCHE	67424
441	SALENTHAL	67431
442	SALMBACH	67432
443	SAND	67433
444	SARRE UNION	67434
445	SARREWERDEN	67435
446	SAULXURES	67436
447	SAVERNE	67437
448	SCHAEFFERSHEIM	67438
449	SCHAFFHOUSE PRES SELTZ	67440
450	SCHAFFHOUSE SUR ZORN	67439
451	SCHALKENDORF	67441
452	SCHARRACHBERGHEIM IRMSTET	67442
453	SCHEIBENHARD	67443
454	SCHERLENHEIM	67444
455	SCHERWILLER	67445
456	SCHILLERSDORF	67446
457	SCHIRMECK	67448
458	SCHIRRHEIN	67449
459	SCHIRRHOFFEN	67450
460	SCHLEITHAL	67451
461	SCHNERSHEIM	67452
462	SCHOENAU	67453
463	SCHOENBOURG	67454
464	SCHOENENBOURG	67455
465	SCHOPPERTEN	67456
466	SCHWABWILLER	67390
467	SCHWEIGHOUSE SUR MODER	67458
468	SCHWENHEIM	67459
469	SCHWINDRATZHEIM	67460
470	SCHWOBSHEIM	67461
471	SEEBACH	67927
472	SELESTAT	67462
473	SELTZ	67463
474	SERMERSHEIM	67464
475	SESSENHEIM	67465
476	SIEGEN	67466
477	SIEWILLER	67467
478	SILTZHEIM	67468
479	SINGRIST	67469
480	SOLBACH	67470
481	SOUFFLENHEIM	67472
482	SOULTZ LES BAINS	67473
483	SOULTZ SOUS FORETS	67474
484	SPARSBACH	67475
485	STATTMATTEN	67476
486	STEIGE	67477
487	STEINBOURG	67478
488	STEINSELTZ	67479
489	STILL	67480
490	STOTZHEIM	67481
491	STRUTH	67483
492	STUNDWILLER	67484
493	STUTZHEIM 	67485
494	SUNDHOUSE	67486
495	SURBOURG	67487
496	THAL DRULINGEN	67488
497	THAL MARMOUTIER	67489
498	THANVILLE	67490
499	TIEFFENBACH	67491
500	TRAENHEIM	67492
501	TRIEMBACH AU VAL	67493
502	TRIMBACH	67494
503	TRUCHTERSHEIM	67495
504	UBERACH	67496
505	UHLWILLER	67497
506	UHRWILLER	67498
507	URBEIS	67499
508	URMATT	67500
509	UTTENHEIM	67501
510	UTTENHOFFEN	67502
511	UTTWILLER	67503
512	VALFF	67504
513	VENDENHEIM	67506
514	VILLE	67507
515	VOELLERDINGEN	67508
516	VOLKSBERG	67509
517	WAHLENHEIM	67510
518	WALBOURG	67511
519	WALDERSBACH	67513
520	WALDHAMBACH	67514
521	WALDOLWISHEIM	67515
522	WALTENHEIM SUR ZORN	67516
523	WANGEN	67517
524	WANGENBOURG	67518
525	WANGENBOURG ENGENTHAL	67122
526	WASSELONNE	67520
527	WEINBOURG	67521
528	WEISLINGEN	67522
529	WEITBRUCH	67523
530	WEITERSWILLER	67524
531	WESTHOFFEN	67525
532	WESTHOUSE	67526
533	WESTHOUSE MARMOUTIER	67527
534	WEYER	67528
535	WEYERSHEIM	67529
536	WICKERSHEIM WILSHAUSEN	67530
537	WILDERSBACH	67531
538	WILLGOTTHEIM	67532
539	WILWISHEIM	67534
540	WIMMENAU	67535
541	WINDSTEIN	67536
542	WINGEN	67537
543	WINGEN SUR MODER	67538
544	WINGERSHEIM	67539
545	WINTERSHOUSE	67540
546	WINTZENBACH	67541
547	WINTZENHEIM KOCHERSBERG	67542
548	WISCHES	67543
549	WISSEMBOURG	67544
550	WITTERNHEIM	67545
551	WITTERSHEIM	67546
552	WITTISHEIM	67547
553	WIWERSHEIM	67548
554	WOELLENHEIM	67549
555	WOERTH	67550
556	WOLFISHEIM	67551
557	WOLFSKIRCHEN	67552
558	WOLSCHHEIM	67553
559	WOLXHEIM	67554
560	ZEHNACKER	67555
561	ZEINHEIM	67556
562	ZELLWILLER	67557
563	ZINSWILLER	67558
564	ZITTERSHEIM	67559
565	ZOEBERSDORF	67560
566	ZOLLINGEN	67561
567	ZUTZENDORF	67562
601	OBERSEEBACH	
608	COLMAR	68066
609	MULHOUSE	68224
610	PHALSBOURG	57540
611	SARREBOURG	57630
612	FORBACH	57227
614	FREYMING MERLEBACH	57240
615	SARREGUEMINES	57631
616	SAINT AVOLD	57606
617	METZ	57463
618	NANCY	54395
619	EPINAL	88160
620	SAINT DIE DES VOSGES	88413
621	BELFORT	90010
622	MONTBELIARD	25388
623	PARIS	75056
624	MEYLAN	
625	BITCHE	57089
626	OFFENBOURG	
627	SAINT-LOUIS	68300
628	GERARDMER	88196
629	GUEBWILLER	68112
630	LYON	69123
631	BORDEAUX	33063
632	LA BRESSE	
633	HAUSBERGEN	
634	MASSIF VOSGIEN	
636	FOUDAY	67144
637	SAINTE MARIE AUX MINES	68298
1002	STRASBOURG	67482
1003	STRASBOURG	67482
1004	STRASBOURG	67482
1005	STRASBOURG	67482
1006	STRASBOURG	67482
1007	STRASBOURG	67482
1008	STRASBOURG	67482
1009	STRASBOURG	67482
1010	STRASBOURG	67482
1011	STRASBOURG	67482
1012	OTTROTT	67368
1013	STRASBOURG	67482
1014	SAULXURES	67436
1015	STRASBOURG	67482
1016	ERSTEIN	67130
1018	FEGERSHEIM	67137
1019	OBERBRONN ZINSWILLER	67340
1020	OBERBRONN ZINSWILLER	67340
1022	LEMBACH	67263
1023	LEMBACH	67263
1025	LEMBACH	67263
1026	SEEBACH	67927
1027	WISSEMBOURG	67544
1028	WISSEMBOURG	67544
1029	MERKWILLER PECHELBRONN	67290
1030	WINGEN	67537
1031	SIEGEN	67466
1032	LAUBACH	67260
1033	REICHSHOFFEN	67388
1034	LOBSANN	67271
1035	WINGEN	67537
1036	DRACHENBRONN BIRLENBACH	67104
1037	WISSEMBOURG	67544
1038	WISSEMBOURG	67544
1039	NIEDERSTEINBACH	67334
1040	HIPSHEIM	67200
1041	SAVERNE	67437
1042	WISSEMBOURG	67544
1043	SELESTAT	67462
1044	HAGUENAU	67180
1045	COLMAR	68066
1046	MULHOUSE	
1047	NANCY	
1048	VANDOEUVRE LES NANCY	54547
1049	PARIS	
1050	PARIS	
1051	PARIS	
1052	PARIS	
1053	PARIS	
1054	PARIS	
1055	PARIS	
1056	PARIS	
1057	PARIS	
1058	PARIS	
1059	PARIS	
1060	PARIS	
1061	PARIS	
1062	HAGUENAU	67180
1063	SARRE UNION	67434
1064	REICHSTETT	67389
1065	LA WANTZENAU	67519
1066	LAUTERBOURG	67261
1067	FEGERSHEIM	67137
1068	STRASBOURG	67482
1069	REICHSTETT	67389
1070	MEYLAN	
1071	ESCHBOURG	67133
1072	HAGUENAU	67180
1074	ILLKIRCH GRAFFENSTADEN	67218
1076	STRASBOURG	67482
1077	BISCHHEIM	67043
1078	REICHSTETT	67389
1079	STRASBOURG	67482
1080	STRASBOURG	67482
1081	STRASBOURG	67482
1082	STRASBOURG	67482
1083	STRASBOURG	67482
1085	LINGOLSHEIM	67267
1086	OSTWALD	67365
1087	SCHILTIGHEIM	67447
1088	STRASBOURG	67482
1089	STRASBOURG	67482
1090	STRASBOURG	67482
1091	STRASBOURG	67482
1092	STRASBOURG	67482
1094	SCHILTIGHEIM	67447
1095	STRASBOURG	67482
1096	STRASBOURG	67482
1097	STRASBOURG	67482
1098	ILLKIRCH GRAFFENSTADEN	67218
1099	STRASBOURG	67482
1100	OBERHAUSBERGEN	67343
1101	STRASBOURG	67482
1102	STRASBOURG	67482
1103	STRASBOURG	67482
1104	STRASBOURG	67482
1105	STRASBOURG	67482
1106	STRASBOURG	67482
1107	STRASBOURG	67482
1108	STRASBOURG	67482
1109	STRASBOURG	67482
1110	ENTZHEIM	67124
1111	ILLKIRCH GRAFFENSTADEN	67218
1112	OBERNAI	67348
1226	STRASBOURG	67482
1227	STRASBOURG	67482
1228	STRASBOURG	67482
1229	STRASBOURG	67482
1230	STRASBOURG	67482
1231	STRASBOURG	67482
1232	STRASBOURG	67482
1233	STRASBOURG	67482
1234	STRASBOURG	67482
1235	ILLKIRCH GRAFFENSTADEN	67218
1236	SCHILTIGHEIM	67447
1237	STRASBOURG	67482
1238	BISCHHEIM	67043
1239	SCHILTIGHEIM	67447
1240	SCHILTIGHEIM	67447
1241	STRASBOURG	67482
1242	STRASBOURG	67482
1243	STRASBOURG	67482
1244	OSTWALD	67365
1245	REICHSTETT	67389
1246	WOLFISHEIM	67551
1247	STRASBOURG	67482
1248	STRASBOURG	67482
1258	STRASBOURG	67482
1389	STRASBOURG	67482
1393	STRASBOURG	67482
1394	STRASBOURG	67482
1396	STRASBOURG	67482
1397	STRASBOURG	67482
1400	STRASBOURG	67482
1406	STRASBOURG	67482
1408	STRASBOURG	67482
1409	STRASBOURG	67482
1411	STRASBOURG	67482
1412	STRASBOURG	67482
1414	STRASBOURG	67482
1415	STRASBOURG	67482
1416	STRASBOURG	67482
1417	STRASBOURG	67482
1526	SCHIRMECK	67448
1553	STRASBOURG	67482
1854	STRASBOURG	67482
1855	STRASBOURG	
67482
1856	STRASBOURG	67482
1857	STRASBOURG	67482
1858	ILLKIRCH GRAFFENSTADEN	67218
3491	LINGOLSHEIM	67267
3492	SCHILTIGHEIM	67447
3493	ERSTEIN	67130
3494	MASSIF VOSGIEN	
3495	MASSIF VOSGIEN	
3497	MASSIF VOSGIEN	
3498	STRASBOURG	
67482
3846	MASSIF VOSGIEN	
3847	MASSIF VOSGIEN	
3848	HOENHEIM	67204
3849	STRASBOURG	67482
3850	STRASBOURG	67482
3851	STRASBOURG	67482
3852	STRASBOURG	67482
3855	DACHSTEIN	67080
3857	WALBOURG	67511
4042	ECKARTSWILLER	67117
4184	GEISPOLSHEIM	67152
4185	GEISPOLSHEIM	67152
6898	THAL MARMOUTIER	67489
7421	WISCHES	67543
8122	MASSIF VOSGIEN	
8128	MASSIF VOSGIEN	
8130	MASSIF VOSGIEN	
8134	MASSIF VOSGIEN	
8205	MASSIF VOSGIEN	
8206	MASSIF VOSGIEN	
8207	MASSIF VOSGIEN	
8208	MASSIF VOSGIEN	
8209	MASSIF VOSGIEN	
8210	MASSIF VOSGIEN	
8211	MASSIF VOSGIEN	
8212	MASSIF VOSGIEN	
8771	MUNDOLSHEIM	67309
10373	MASSIF VOSGIEN	
10374	MASSIF VOSGIEN	
10375	MASSIF VOSGIEN	
10376	MASSIF VOSGIEN	
10761	STRASBOURG	67482
10762	STRASBOURG	67482
10972	DAMBACH	67083
10975	WANGENBOURG	67518
10976	WANGENBOURG	67518
10977	WANGENBOURG ENGENTHAL	
10978	WANGENBOURG ENGENTHAL	
10985	HAGUENAU	67180
10986	HAEGEN	67179
10990	LA WANTZENAU	67519
10991	BEINHEIM	67025
10992	GAMBSHEIM	67151
10993	HERRLISHEIM	67194
10994	BENFELD	67028
10995	OFFENDORF	67356
10996	PLOBSHEIM	67378
10997	ERSTEIN	67130
11009	UHLWILLER	67497
11010	MASSIF VOSGIEN	
11018	HAGUENAU	67180
11019	STRASBOURG	67482
11038	ILLKIRCH GRAFFENSTADEN	67218
11048	BISCHHEIM	67043
11062	SCHILTIGHEIM	67447
11590	STRASBOURG	67482
11591	STRASBOURG	67482
11592	STRASBOURG	67482
11593	STRASBOURG	67482
11595	STRASBOURG	67482
11596	STRASBOURG	67482
11597	STRASBOURG	67482
11598	STRASBOURG	67482
11599	STRASBOURG	67482
11600	STRASBOURG	67482
11601	STRASBOURG	67482
11602	STRASBOURG	
67482
11603	STRASBOURG	
67482
11604	STRASBOURG	67482
11605	STRASBOURG	67482
11606	STRASBOURG	67482
11607	STRASBOURG	67482
11608	STRASBOURG	67482
11611	ILLKIRCH GRAFFENSTADEN	67218
11625	BENFELD	67028
11626	BENFELD	67028
11627	BENFELD	67028
11628	BENFELD	67028
11629	BENFELD	67028
11630	BENFELD	67028
11631	BENFELD	67028
11632	BENFELD	67028
11633	BENFELD	67028
11634	BENFELD	67028
11635	BENFELD	67028
11636	BENFELD	67028
11637	BENFELD	67028
11638	BENFELD	67028
11639	BENFELD	67028
11640	BENFELD	67028
11641	BENFELD	67028
11642	BENFELD	67028
11643	BENFELD	67028
11902	BISCHWILLER	67046
11903	BISCHWILLER	67046
11904	BISCHWILLER	67046
11905	BISCHWILLER	67046
11906	BISCHWILLER	67046
11907	BISCHWILLER	67046
11908	BISCHWILLER	67046
11909	BISCHWILLER	67046
11910	BISCHWILLER	67046
11911	BISCHWILLER	67046
12130	OBERHOFFEN SUR MODER	67345
12131	OBERHOFFEN SUR MODER	67345
12132	OBERHOFFEN SUR MODER	67345
12630	SCHIRMECK	67448
12974	KINTZHEIM	67239
13092	KINTZHEIM	67239
13093	LINGOLSHEIM	67267
13134	OTTROTT	67368
13135	ROSHEIM	67411
13136	MOLLKIRCH	67299
13139	NEUVILLER LA ROCHE	67321
13140	SCHERWILLER	67445
13141	LABROQUE	67066
13142	DAMBACH	67083
13143	LEMBACH	67263
13144	BALDENHEIM	67019
13146	STRASBOURG	67482
20000	RANRUPT	67384
20113	VENDENHEIM	67506
20114	VENDENHEIM	67506
20115	VENDENHEIM	67506
20116	VENDENHEIM	67506
20117	VENDENHEIM	67506
20118	VENDENHEIM	67506
20119	STRASBOURG	67482
20120	VENDENHEIM	67506
20121	VENDENHEIM	67506
20122	VENDENHEIM	67506
20123	VENDENHEIM	67506
20124	VENDENHEIM	67506
20125	VENDENHEIM	67506
20126	VENDENHEIM	67506
20127	VENDENHEIM	67506
20128	VENDENHEIM	67506
20132	VENDENHEIM	67506
20133	VENDENHEIM	67506
20134	VENDENHEIM	67506
20135	VENDENHEIM	67506
20136	VENDENHEIM	67506
20137	VENDENHEIM	67506
20138	VENDENHEIM	67506
20139	VENDENHEIM	67506
20140	VENDENHEIM	67506
20141	VENDENHEIM	67506
20142	VENDENHEIM	67506
20143	VENDENHEIM	67506
20144	VENDENHEIM	67506
20145	VENDENHEIM	67506
20146	VENDENHEIM	67506
20147	VENDENHEIM	67506
20148	VENDENHEIM	67506
20149	VENDENHEIM	67506
20150	VENDENHEIM	67506
20151	VENDENHEIM	67506
20152	VENDENHEIM	67506
20153	VENDENHEIM	67506
20154	VENDENHEIM	67506
20155	VENDENHEIM	67506
20156	VENDENHEIM	67506
20157	VENDENHEIM	67506
20158	VENDENHEIM	67506
20159	VENDENHEIM	67506
20161	VENDENHEIM	67506
20162	VENDENHEIM	67506
20163	VENDENHEIM	67506
20164	VENDENHEIM	67506
20165	VENDENHEIM	67506
20166	VENDENHEIM	67506
20167	VENDENHEIM	67506
20168	VENDENHEIM	67506
20169	VENDENHEIM	67506
20170	VENDENHEIM	67506
20171	VENDENHEIM	67506
20172	VENDENHEIM	67506
20173	VENDENHEIM	67506
20174	VENDENHEIM	67506
20175	VENDENHEIM	67506
20176	VENDENHEIM	67506
20177	STRASBOURG	67482
20178	VENDENHEIM	67506
20179	VENDENHEIM	67506
20180	VENDENHEIM	67506
20181	VENDENHEIM	67506
20182	VENDENHEIM	67506
20183	VENDENHEIM	67506
20184	VENDENHEIM	67506
20185	VENDENHEIM	67506
20186	VENDENHEIM	67506
20187	VENDENHEIM	67506
20188	VENDENHEIM	67506
20189	VENDENHEIM	67506
20190	VENDENHEIM	67506
20191	VENDENHEIM	67506
20192	VENDENHEIM	67506
20193	VENDENHEIM	67506
20194	VENDENHEIM	67506
20195	VENDENHEIM	67506
20196	VENDENHEIM	67506
